age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile,savings_ratio,expense_ratio,emi_to_income_ratio,investment_to_income_ratio
56,20000.0,13900.0,3800.0,464000,360000.0,2300,12,1,1,MONTHLY,HIGH,TAX_SAVING,23.0,HIGH,1.9333333333333333,0.695,0.115,1.5
26,87000.0,45300.0,26700.0,1357000,208000.0,15000,9,3,1,MONTHLY,MEDIUM,EMERGENCY_FUND,58.0,MEDIUM,1.299808429118774,0.5206896551724138,0.1724137931034483,0.19923371647509577
26,45000.0,24700.0,9000.0,554000,87000.0,11300,1,2,2,MONTHLY,HIGH,RETIREMENT,65.0,HIGH,1.025925925925926,0.5488888888888889,0.2511111111111111,0.16111111111111112
49,60000.0,51700.0,0.0,1798000,218000.0,22200,2,3,2,RARELY,MEDIUM,TAX_SAVING,45.0,HIGH,2.4972222222222222,0.8616666666666667,0.37,0.30277777777777776
31,122000.0,103400.0,0.0,1977000,536000.0,20000,8,3,2,RARELY,MEDIUM,TAX_SAVING,69.0,HIGH,1.3504098360655739,0.8475409836065574,0.16393442622950818,0.366120218579235
42,20000.0,10700.0,6900.0,79000,26000.0,2400,15,1,5,MONTHLY,MEDIUM,SHORT_TERM_GOAL,82.0,MEDIUM,0.32916666666666666,0.535,0.12,0.10833333333333334
28,91000.0,51900.0,8900.0,2450000,748000.0,30200,7,1,4,LUMP_SUM,LOW,RETIREMENT,67.0,HIGH,2.2435897435897436,0.5703296703296703,0.33186813186813185,0.684981684981685
47,65000.0,49600.0,0.0,703000,315000.0,17500,11,3,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,63.0,MEDIUM,0.9012820512820513,0.7630769230769231,0.2692307692307692,0.40384615384615385
21,34000.0,20900.0,12300.0,319000,139000.0,800,19,1,1,MONTHLY,MEDIUM,RETIREMENT,48.0,HIGH,0.7818627450980392,0.6147058823529412,0.023529411764705882,0.34068627450980393
37,67000.0,36800.0,17900.0,219000,105000.0,12300,6,1,2,RARELY,MEDIUM,WEALTH_CREATION,43.0,MEDIUM,0.27238805970149255,0.5492537313432836,0.18358208955223881,0.13059701492537312
33,98000.0,67100.0,7800.0,1696000,231000.0,23100,13,2,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,84.0,HIGH,1.4421768707482994,0.6846938775510204,0.2357142857142857,0.19642857142857142
54,44000.0,33700.0,0.0,324000,48000.0,14200,18,2,1,MONTHLY,HIGH,TAX_SAVING,32.0,LOW,0.6136363636363636,0.7659090909090909,0.32272727272727275,0.09090909090909091
44,24000.0,15900.0,5100.0,352000,90000.0,3000,3,1,1,MONTHLY,MEDIUM,EMERGENCY_FUND,50.0,MEDIUM,1.2222222222222223,0.6625,0.125,0.3125
43,59000.0,38200.0,0.0,2048000,396000.0,32400,18,3,2,RARELY,HIGH,WEALTH_CREATION,58.0,HIGH,2.8926553672316384,0.6474576271186441,0.5491525423728814,0.559322033898305
21,117000.0,63500.0,19700.0,1458000,19000.0,33800,3,3,1,MONTHLY,HIGH,TAX_SAVING,62.0,LOW,1.0384615384615385,0.5427350427350427,0.28888888888888886,0.013532763532763533
44,93000.0,65900.0,13100.0,2776000,520000.0,14000,4,1,1,LUMP_SUM,MEDIUM,RETIREMENT,26.0,HIGH,2.4874551971326166,0.7086021505376344,0.15053763440860216,0.4659498207885305
42,112000.0,103000.0,2300.0,2137000,602000.0,6700,3,1,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,30.0,HIGH,1.5900297619047619,0.9196428571428571,0.059821428571428574,0.4479166666666667
21,77000.0,45200.0,10200.0,1848000,104000.0,21600,3,4,4,MONTHLY,LOW,SHORT_TERM_GOAL,100.0,HIGH,2.0,0.587012987012987,0.2805194805194805,0.11255411255411256
26,48000.0,18200.0,13700.0,468000,115000.0,16100,14,1,4,MONTHLY,LOW,WEALTH_CREATION,63.0,HIGH,0.8125,0.37916666666666665,0.33541666666666664,0.1996527777777778
26,127000.0,64100.0,18200.0,1024000,366000.0,44700,6,3,4,MONTHLY,HIGH,RETIREMENT,72.0,HIGH,0.6719160104986877,0.5047244094488189,0.35196850393700785,0.24015748031496062
57,60000.0,49900.0,0.0,114000,34000.0,30200,7,2,4,MONTHLY,HIGH,SHORT_TERM_GOAL,73.0,LOW,0.15833333333333333,0.8316666666666667,0.5033333333333333,0.04722222222222222
25,35000.0,22400.0,11200.0,511000,283000.0,1400,24,2,2,MONTHLY,LOW,SHORT_TERM_GOAL,66.0,HIGH,1.2166666666666666,0.64,0.04,0.6738095238095239
54,53000.0,20900.0,3000.0,712000,319000.0,29100,7,3,4,RARELY,MEDIUM,WEALTH_CREATION,65.0,HIGH,1.119496855345912,0.39433962264150946,0.5490566037735849,0.5015723270440252
41,130000.0,71500.0,45500.0,3568000,327000.0,13000,13,2,4,MONTHLY,MEDIUM,RETIREMENT,64.0,HIGH,2.287179487179487,0.55,0.1,0.20961538461538462
23,34000.0,18100.0,12200.0,279000,90000.0,3700,13,1,3,RARELY,MEDIUM,TAX_SAVING,30.0,HIGH,0.6838235294117647,0.5323529411764706,0.10882352941176471,0.22058823529411764
60,81000.0,38000.0,27100.0,221000,92000.0,15900,2,3,1,MONTHLY,MEDIUM,TAX_SAVING,59.0,MEDIUM,0.2273662551440329,0.4691358024691358,0.1962962962962963,0.09465020576131687
64,38000.0,28900.0,1500.0,581000,124000.0,7600,1,2,2,QUARTERLY,MEDIUM,RETIREMENT,62.0,HIGH,1.2741228070175439,0.7605263157894737,0.2,0.2719298245614035
31,35000.0,17700.0,12300.0,123000,7000.0,5000,19,3,3,MONTHLY,HIGH,EMERGENCY_FUND,64.0,MEDIUM,0.29285714285714287,0.5057142857142857,0.14285714285714285,0.016666666666666666
62,35000.0,28400.0,1100.0,598000,56000.0,5500,11,1,2,RARELY,LOW,TAX_SAVING,46.0,HIGH,1.4238095238095239,0.8114285714285714,0.15714285714285714,0.13333333333333333
58,28000.0,10100.0,16300.0,129000,14000.0,1600,14,5,4,QUARTERLY,MEDIUM,RETIREMENT,94.0,HIGH,0.38392857142857145,0.3607142857142857,0.05714285714285714,0.041666666666666664
58,79000.0,39900.0,34400.0,900000,493000.0,4700,10,2,5,LUMP_SUM,LOW,WEALTH_CREATION,91.0,HIGH,0.9493670886075949,0.5050632911392405,0.05949367088607595,0.520042194092827
36,46000.0,32900.0,8300.0,1632000,200000.0,4800,5,5,5,MONTHLY,HIGH,WEALTH_CREATION,79.0,HIGH,2.9565217391304346,0.7152173913043478,0.10434782608695652,0.36231884057971014
35,54000.0,37400.0,4100.0,681000,40000.0,12500,15,4,4,MONTHLY,MEDIUM,EMERGENCY_FUND,93.0,HIGH,1.0509259259259258,0.6925925925925925,0.23148148148148148,0.06172839506172839
36,154000.0,103400.0,0.0,886000,159000.0,55300,8,2,2,MONTHLY,MEDIUM,RETIREMENT,60.0,MEDIUM,0.47943722943722944,0.6714285714285714,0.35909090909090907,0.08603896103896104
42,50000.0,28000.0,6000.0,253000,9000.0,16000,9,2,3,LUMP_SUM,HIGH,RETIREMENT,42.0,LOW,0.4216666666666667,0.56,0.32,0.015
32,91000.0,59100.0,13400.0,486000,196000.0,18500,13,1,3,MONTHLY,HIGH,SHORT_TERM_GOAL,55.0,LOW,0.44505494505494503,0.6494505494505495,0.2032967032967033,0.1794871794871795
39,116000.0,59900.0,49800.0,156000,63000.0,6300,10,2,5,MONTHLY,MEDIUM,WEALTH_CREATION,92.0,HIGH,0.11206896551724138,0.5163793103448275,0.054310344827586204,0.04525862068965517
50,23000.0,8900.0,9700.0,133000,72000.0,4400,17,1,2,RARELY,MEDIUM,WEALTH_CREATION,45.0,HIGH,0.48188405797101447,0.3869565217391304,0.19130434782608696,0.2608695652173913
55,28000.0,16500.0,0.0,183000,114000.0,15400,7,3,4,MONTHLY,LOW,EMERGENCY_FUND,79.0,LOW,0.5446428571428571,0.5892857142857143,0.55,0.3392857142857143
62,121000.0,44700.0,60000.0,194000,154000.0,16300,15,2,4,RARELY,LOW,EMERGENCY_FUND,71.0,HIGH,0.13360881542699724,0.3694214876033058,0.1347107438016529,0.10606060606060606
38,41000.0,22000.0,4100.0,247000,40000.0,14900,9,1,1,QUARTERLY,LOW,TAX_SAVING,53.0,LOW,0.5020325203252033,0.5365853658536586,0.36341463414634145,0.08130081300813008
33,197000.0,165600.0,0.0,3355000,1027000.0,62900,10,2,2,RARELY,HIGH,TAX_SAVING,39.0,LOW,1.4192047377326564,0.8406091370558376,0.3192893401015228,0.4344331641285956
62,44000.0,21400.0,7400.0,25000,0.0,15200,9,3,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,60.0,LOW,0.04734848484848485,0.4863636363636364,0.34545454545454546,0.0
47,69000.0,36100.0,28400.0,456000,57000.0,4500,15,4,4,LUMP_SUM,MEDIUM,RETIREMENT,96.0,HIGH,0.5507246376811594,0.5231884057971015,0.06521739130434782,0.06884057971014493
63,80000.0,57100.0,0.0,1465000,380000.0,38500,6,2,3,RARELY,MEDIUM,WEALTH_CREATION,63.0,HIGH,1.5260416666666667,0.71375,0.48125,0.3958333333333333
30,41000.0,16400.0,7000.0,92000,66000.0,17600,9,1,1,MONTHLY,HIGH,RETIREMENT,44.0,LOW,0.18699186991869918,0.4,0.4292682926829268,0.13414634146341464
35,24000.0,10500.0,8800.0,87000,3000.0,4700,7,3,3,RARELY,LOW,WEALTH_CREATION,75.0,HIGH,0.3020833333333333,0.4375,0.19583333333333333,0.010416666666666666
27,66000.0,42000.0,5500.0,491000,48000.0,18500,9,2,1,MONTHLY,LOW,WEALTH_CREATION,77.0,HIGH,0.6199494949494949,0.6363636363636364,0.2803030303030303,0.06060606060606061
37,27000.0,18100.0,1500.0,179000,28000.0,7400,1,3,5,MONTHLY,MEDIUM,TAX_SAVING,89.0,HIGH,0.5524691358024691,0.6703703703703704,0.2740740740740741,0.08641975308641975
40,53000.0,30100.0,21700.0,358000,174000.0,1200,22,1,3,LUMP_SUM,MEDIUM,RETIREMENT,56.0,HIGH,0.5628930817610063,0.5679245283018868,0.022641509433962263,0.27358490566037735
50,39000.0,7800.0,20100.0,479000,138000.0,11100,8,2,1,LUMP_SUM,MEDIUM,WEALTH_CREATION,55.0,HIGH,1.0235042735042734,0.2,0.2846153846153846,0.2948717948717949
50,129000.0,103600.0,3100.0,1358000,89000.0,22300,4,2,5,MONTHLY,HIGH,TAX_SAVING,76.0,MEDIUM,0.8772609819121447,0.8031007751937984,0.17286821705426356,0.05749354005167959
64,101000.0,70600.0,7100.0,1680000,399000.0,23300,1,4,4,QUARTERLY,HIGH,TAX_SAVING,67.0,HIGH,1.386138613861386,0.699009900990099,0.2306930693069307,0.3292079207920792
41,45000.0,20900.0,17600.0,479000,26000.0,6500,12,3,3,MONTHLY,HIGH,EMERGENCY_FUND,72.0,MEDIUM,0.8870370370370371,0.46444444444444444,0.14444444444444443,0.04814814814814815
54,121000.0,89100.0,9400.0,4980000,977000.0,22500,1,3,2,LUMP_SUM,LOW,WEALTH_CREATION,75.0,HIGH,3.4297520661157024,0.7363636363636363,0.1859504132231405,0.6728650137741047
65,56000.0,33100.0,0.0,790000,49000.0,28300,20,2,3,QUARTERLY,MEDIUM,WEALTH_CREATION,64.0,HIGH,1.1755952380952381,0.5910714285714286,0.5053571428571428,0.07291666666666667
53,56000.0,11200.0,38500.0,163000,26000.0,6300,9,5,4,LUMP_SUM,MEDIUM,EMERGENCY_FUND,87.0,HIGH,0.2425595238095238,0.2,0.1125,0.03869047619047619
61,94000.0,75700.0,13200.0,1244000,102000.0,5100,1,4,1,RARELY,MEDIUM,WEALTH_CREATION,56.0,MEDIUM,1.1028368794326242,0.8053191489361702,0.05425531914893617,0.09042553191489362
39,48000.0,28700.0,3000.0,206000,44000.0,16300,1,1,2,LUMP_SUM,MEDIUM,EMERGENCY_FUND,58.0,LOW,0.3576388888888889,0.5979166666666667,0.33958333333333335,0.0763888888888889
64,64000.0,49900.0,0.0,1639000,190000.0,26300,2,4,5,LUMP_SUM,LOW,WEALTH_CREATION,78.0,HIGH,2.1341145833333335,0.7796875,0.4109375,0.24739583333333334
62,71000.0,55100.0,12700.0,580000,343000.0,3200,4,3,4,QUARTERLY,MEDIUM,WEALTH_CREATION,75.0,HIGH,0.6807511737089202,0.776056338028169,0.04507042253521127,0.4025821596244131
47,20000.0,10200.0,4700.0,374000,82000.0,5100,6,2,2,QUARTERLY,HIGH,TAX_SAVING,39.0,HIGH,1.5583333333333333,0.51,0.255,0.3416666666666667
33,38000.0,22700.0,8500.0,218000,53000.0,6800,17,3,3,QUARTERLY,HIGH,TAX_SAVING,59.0,HIGH,0.4780701754385965,0.5973684210526315,0.17894736842105263,0.1162280701754386
37,121000.0,69200.0,22100.0,1757000,593000.0,29700,1,1,3,RARELY,HIGH,RETIREMENT,54.0,MEDIUM,1.2100550964187329,0.571900826446281,0.24545454545454545,0.4084022038567493
63,53000.0,31500.0,2700.0,1734000,573000.0,18800,1,4,1,MONTHLY,MEDIUM,EMERGENCY_FUND,66.0,HIGH,2.7264150943396226,0.5943396226415094,0.35471698113207545,0.9009433962264151
48,101000.0,54200.0,3200.0,328000,10000.0,43600,14,1,3,QUARTERLY,HIGH,WEALTH_CREATION,50.0,LOW,0.2706270627062706,0.5366336633663367,0.4316831683168317,0.00825082508250825
56,71000.0,50500.0,4000.0,1749000,678000.0,16500,10,4,4,RARELY,LOW,EMERGENCY_FUND,85.0,HIGH,2.0528169014084505,0.7112676056338029,0.2323943661971831,0.795774647887324
39,230000.0,155000.0,65700.0,1246000,432000.0,9300,7,4,2,MONTHLY,MEDIUM,SHORT_TERM_GOAL,67.0,HIGH,0.4514492753623188,0.6739130434782609,0.04043478260869565,0.1565217391304348
42,78000.0,71700.0,0.0,2598000,606000.0,6600,11,2,1,RARELY,MEDIUM,EMERGENCY_FUND,53.0,HIGH,2.7756410256410255,0.9192307692307692,0.08461538461538462,0.6474358974358975
47,63000.0,44800.0,10700.0,371000,194000.0,7500,13,1,4,MONTHLY,LOW,WEALTH_CREATION,85.0,HIGH,0.49074074074074076,0.7111111111111111,0.11904761904761904,0.2566137566137566
31,39000.0,24200.0,7100.0,217000,67000.0,7700,15,5,1,QUARTERLY,HIGH,RETIREMENT,78.0,MEDIUM,0.4636752136752137,0.6205128205128205,0.19743589743589743,0.14316239316239315
27,52000.0,29300.0,9100.0,94000,24000.0,13600,3,2,3,MONTHLY,LOW,EMERGENCY_FUND,82.0,LOW,0.15064102564102563,0.5634615384615385,0.26153846153846155,0.038461538461538464
38,54000.0,31100.0,4500.0,1690000,539000.0,18400,7,3,1,MONTHLY,HIGH,TAX_SAVING,38.0,HIGH,2.6080246913580245,0.575925925925926,0.34074074074074073,0.8317901234567902
21,109000.0,81900.0,15100.0,1488000,303000.0,12000,5,2,5,MONTHLY,MEDIUM,EMERGENCY_FUND,85.0,HIGH,1.1376146788990826,0.7513761467889908,0.11009174311926606,0.231651376146789
60,114000.0,75700.0,0.0,1559000,319000.0,42500,5,5,2,QUARTERLY,HIGH,WEALTH_CREATION,95.0,HIGH,1.1396198830409356,0.6640350877192982,0.37280701754385964,0.23318713450292397
37,64000.0,27300.0,21700.0,553000,256000.0,15000,12,3,3,QUARTERLY,HIGH,SHORT_TERM_GOAL,47.0,MEDIUM,0.7200520833333334,0.4265625,0.234375,0.3333333333333333
44,69000.0,22900.0,18400.0,1717000,735000.0,27700,7,1,3,QUARTERLY,HIGH,WEALTH_CREATION,45.0,HIGH,2.073671497584541,0.3318840579710145,0.40144927536231884,0.8876811594202898
31,50000.0,35700.0,8900.0,345000,86000.0,5400,5,3,4,MONTHLY,HIGH,WEALTH_CREATION,67.0,MEDIUM,0.575,0.714,0.108,0.14333333333333334
58,88000.0,63500.0,4700.0,183000,40000.0,19800,2,1,4,MONTHLY,HIGH,RETIREMENT,70.0,LOW,0.17329545454545456,0.7215909090909091,0.225,0.03787878787878788
21,112000.0,47200.0,49300.0,458000,37000.0,15500,5,1,3,MONTHLY,HIGH,RETIREMENT,52.0,MEDIUM,0.34077380952380953,0.42142857142857143,0.13839285714285715,0.027529761904761904
49,66000.0,30200.0,32700.0,104000,27000.0,3100,18,1,2,MONTHLY,MEDIUM,TAX_SAVING,58.0,HIGH,0.13131313131313133,0.4575757575757576,0.04696969696969697,0.03409090909090909
53,135000.0,87100.0,27300.0,105000,37000.0,20600,13,1,2,QUARTERLY,MEDIUM,WEALTH_CREATION,53.0,MEDIUM,0.06481481481481481,0.6451851851851852,0.15259259259259259,0.022839506172839506
59,66000.0,42800.0,13700.0,1082000,405000.0,9500,18,3,1,MONTHLY,HIGH,WEALTH_CREATION,52.0,HIGH,1.3661616161616161,0.6484848484848484,0.14393939393939395,0.5113636363636364
29,23000.0,6900.0,13000.0,267000,124000.0,3100,10,1,1,MONTHLY,MEDIUM,EMERGENCY_FUND,55.0,HIGH,0.967391304347826,0.3,0.13478260869565217,0.4492753623188406
52,56000.0,44100.0,100.0,1267000,356000.0,11800,8,1,3,QUARTERLY,MEDIUM,WEALTH_CREATION,47.0,HIGH,1.8854166666666667,0.7875,0.21071428571428572,0.5297619047619048
30,63000.0,38000.0,14400.0,620000,140000.0,10600,8,3,2,MONTHLY,HIGH,WEALTH_CREATION,66.0,MEDIUM,0.8201058201058201,0.6031746031746031,0.16825396825396827,0.18518518518518517
33,73000.0,60300.0,4800.0,1214000,44000.0,7900,11,2,2,QUARTERLY,MEDIUM,RETIREMENT,48.0,HIGH,1.3858447488584476,0.826027397260274,0.10821917808219178,0.0502283105022831
43,38000.0,20800.0,9000.0,112000,28000.0,8200,19,3,2,RARELY,HIGH,SHORT_TERM_GOAL,56.0,LOW,0.24561403508771928,0.5473684210526316,0.21578947368421053,0.06140350877192982
63,81000.0,61200.0,8000.0,272000,85000.0,11800,13,5,4,RARELY,MEDIUM,WEALTH_CREATION,77.0,HIGH,0.27983539094650206,0.7555555555555555,0.145679012345679,0.0874485596707819
61,60000.0,40300.0,0.0,1015000,84000.0,22100,9,4,4,MONTHLY,HIGH,WEALTH_CREATION,88.0,HIGH,1.4097222222222223,0.6716666666666666,0.36833333333333335,0.11666666666666667
52,140000.0,44000.0,90700.0,1343000,61000.0,5300,11,2,3,RARELY,HIGH,RETIREMENT,56.0,HIGH,0.799404761904762,0.3142857142857143,0.03785714285714286,0.03630952380952381
38,60000.0,46500.0,5900.0,873000,426000.0,7600,2,1,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,49.0,MEDIUM,1.2125,0.775,0.12666666666666668,0.5916666666666667
39,37000.0,18800.0,14300.0,639000,117000.0,3900,3,4,5,QUARTERLY,HIGH,TAX_SAVING,96.0,HIGH,1.4391891891891893,0.5081081081081081,0.10540540540540541,0.2635135135135135
50,81000.0,63800.0,9900.0,389000,98000.0,7300,4,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,67.0,MEDIUM,0.4002057613168724,0.7876543209876543,0.09012345679012346,0.10082304526748971
27,40000.0,32100.0,2000.0,1235000,78000.0,5900,5,4,1,RARELY,HIGH,WEALTH_CREATION,51.0,HIGH,2.5729166666666665,0.8025,0.1475,0.1625
31,55000.0,22300.0,5500.0,1810000,617000.0,27200,10,1,3,QUARTERLY,MEDIUM,EMERGENCY_FUND,53.0,HIGH,2.742424242424242,0.40545454545454546,0.49454545454545457,0.9348484848484848
26,52000.0,43500.0,0.0,1446000,246000.0,13200,4,4,4,QUARTERLY,HIGH,TAX_SAVING,79.0,HIGH,2.3173076923076925,0.8365384615384616,0.25384615384615383,0.3942307692307692
21,83000.0,68900.0,0.0,1764000,654000.0,17500,3,3,2,MONTHLY,MEDIUM,SHORT_TERM_GOAL,85.0,HIGH,1.7710843373493976,0.8301204819277108,0.21084337349397592,0.6566265060240963
29,38000.0,19900.0,14600.0,218000,44000.0,3500,7,1,2,RARELY,MEDIUM,WEALTH_CREATION,38.0,LOW,0.4780701754385965,0.5236842105263158,0.09210526315789473,0.09649122807017543
43,201000.0,49900.0,93300.0,1137000,203000.0,57800,8,2,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,52.0,LOW,0.47139303482587064,0.24825870646766168,0.28756218905472636,0.08416252072968491
21,47000.0,36300.0,0.0,311000,38000.0,13400,6,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,52.0,MEDIUM,0.5514184397163121,0.7723404255319148,0.2851063829787234,0.0673758865248227
23,69000.0,35800.0,19000.0,1047000,295000.0,14200,12,3,5,MONTHLY,MEDIUM,WEALTH_CREATION,90.0,HIGH,1.2644927536231885,0.518840579710145,0.20579710144927535,0.35628019323671495
48,109000.0,86900.0,17800.0,1400000,568000.0,4300,22,2,2,QUARTERLY,MEDIUM,TAX_SAVING,81.0,HIGH,1.070336391437309,0.7972477064220184,0.03944954128440367,0.43425076452599387
61,45000.0,13100.0,17900.0,561000,160000.0,14000,2,3,4,MONTHLY,HIGH,WEALTH_CREATION,74.0,HIGH,1.038888888888889,0.2911111111111111,0.3111111111111111,0.2962962962962963
47,74000.0,68000.0,0.0,638000,238000.0,6500,10,3,1,MONTHLY,MEDIUM,RETIREMENT,70.0,HIGH,0.7184684684684685,0.918918918918919,0.08783783783783784,0.268018018018018
45,172000.0,83500.0,75000.0,4629000,1511000.0,13500,6,2,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,34.0,HIGH,2.2427325581395348,0.48546511627906974,0.07848837209302326,0.7320736434108527
56,202000.0,102800.0,32100.0,1194000,319000.0,67100,3,5,3,LUMP_SUM,MEDIUM,TAX_SAVING,88.0,MEDIUM,0.49257425742574257,0.5089108910891089,0.3321782178217822,0.1316006600660066
64,101000.0,64600.0,24500.0,1562000,250000.0,11900,15,2,4,MONTHLY,LOW,EMERGENCY_FUND,78.0,HIGH,1.2887788778877889,0.6396039603960396,0.11782178217821782,0.20627062706270627
31,65000.0,36600.0,23500.0,454000,145000.0,4900,9,3,1,MONTHLY,LOW,TAX_SAVING,83.0,HIGH,0.5820512820512821,0.563076923076923,0.07538461538461538,0.1858974358974359
50,55000.0,39900.0,1700.0,461000,265000.0,13400,1,1,3,MONTHLY,LOW,RETIREMENT,65.0,MEDIUM,0.6984848484848485,0.7254545454545455,0.24363636363636362,0.4015151515151515
65,69000.0,25900.0,24500.0,382000,27000.0,18600,3,3,3,MONTHLY,HIGH,WEALTH_CREATION,58.0,HIGH,0.4613526570048309,0.3753623188405797,0.26956521739130435,0.03260869565217391
22,49000.0,29100.0,0.0,545000,91000.0,20400,3,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,40.0,LOW,0.9268707482993197,0.5938775510204082,0.4163265306122449,0.15476190476190477
34,39000.0,21700.0,8400.0,476000,72000.0,8900,6,1,3,MONTHLY,LOW,WEALTH_CREATION,61.0,HIGH,1.017094017094017,0.5564102564102564,0.2282051282051282,0.15384615384615385
31,60000.0,43000.0,1500.0,1334000,210000.0,15500,11,1,2,MONTHLY,MEDIUM,RETIREMENT,53.0,HIGH,1.8527777777777779,0.7166666666666667,0.25833333333333336,0.2916666666666667
52,61000.0,44700.0,3400.0,1537000,555000.0,12900,11,4,2,QUARTERLY,MEDIUM,EMERGENCY_FUND,84.0,HIGH,2.099726775956284,0.7327868852459016,0.21147540983606558,0.7581967213114754
31,59000.0,28100.0,23400.0,79000,5000.0,7500,1,3,3,RARELY,HIGH,RETIREMENT,51.0,LOW,0.1115819209039548,0.47627118644067795,0.1271186440677966,0.007062146892655367
24,82000.0,53400.0,15700.0,1043000,201000.0,12900,14,4,3,LUMP_SUM,LOW,TAX_SAVING,82.0,HIGH,1.059959349593496,0.651219512195122,0.1573170731707317,0.20426829268292682
36,74000.0,48900.0,22300.0,795000,360000.0,2800,2,2,4,MONTHLY,LOW,WEALTH_CREATION,84.0,HIGH,0.8952702702702703,0.6608108108108108,0.03783783783783784,0.40540540540540543
42,127000.0,90600.0,0.0,1399000,355000.0,36500,5,1,1,QUARTERLY,MEDIUM,TAX_SAVING,38.0,LOW,0.9179790026246719,0.7133858267716535,0.2874015748031496,0.23293963254593175
54,74000.0,47500.0,13100.0,883000,24000.0,13400,10,2,2,MONTHLY,HIGH,EMERGENCY_FUND,67.0,MEDIUM,0.9943693693693694,0.6418918918918919,0.1810810810810811,0.02702702702702703
55,52000.0,39800.0,0.0,637000,120000.0,12600,7,2,1,RARELY,MEDIUM,WEALTH_CREATION,49.0,MEDIUM,1.0208333333333333,0.7653846153846153,0.2423076923076923,0.19230769230769232
36,60000.0,38000.0,2400.0,496000,101000.0,19600,15,2,2,RARELY,LOW,RETIREMENT,52.0,MEDIUM,0.6888888888888889,0.6333333333333333,0.32666666666666666,0.14027777777777778
44,91000.0,67600.0,8400.0,331000,64000.0,15000,8,1,4,MONTHLY,MEDIUM,EMERGENCY_FUND,72.0,MEDIUM,0.3031135531135531,0.7428571428571429,0.16483516483516483,0.05860805860805861
40,52000.0,34800.0,3600.0,456000,328000.0,13600,3,1,5,QUARTERLY,HIGH,RETIREMENT,60.0,MEDIUM,0.7307692307692307,0.6692307692307692,0.26153846153846155,0.5256410256410257
44,55000.0,21300.0,28100.0,208000,92000.0,5600,17,1,2,MONTHLY,LOW,EMERGENCY_FUND,65.0,HIGH,0.3151515151515151,0.38727272727272727,0.10181818181818182,0.1393939393939394
40,109000.0,42800.0,46700.0,237000,38000.0,19500,2,1,4,QUARTERLY,MEDIUM,EMERGENCY_FUND,65.0,MEDIUM,0.1811926605504587,0.3926605504587156,0.17889908256880735,0.0290519877675841
30,263000.0,133200.0,68100.0,783000,135000.0,61700,6,1,2,MONTHLY,HIGH,RETIREMENT,29.0,LOW,0.24809885931558937,0.5064638783269962,0.23460076045627376,0.04277566539923954
55,76000.0,54300.0,0.0,1221000,208000.0,31800,8,1,1,MONTHLY,LOW,WEALTH_CREATION,63.0,HIGH,1.3388157894736843,0.7144736842105263,0.41842105263157897,0.22807017543859648
46,27000.0,14700.0,3600.0,260000,86000.0,8700,17,1,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,69.0,HIGH,0.8024691358024691,0.5444444444444444,0.32222222222222224,0.2654320987654321
59,66000.0,49900.0,7100.0,802000,317000.0,9000,10,3,3,MONTHLY,HIGH,EMERGENCY_FUND,69.0,HIGH,1.0126262626262625,0.7560606060606061,0.13636363636363635,0.40025252525252525
36,30000.0,20200.0,100.0,618000,18000.0,9700,7,4,1,QUARTERLY,HIGH,EMERGENCY_FUND,62.0,MEDIUM,1.7166666666666666,0.6733333333333333,0.3233333333333333,0.05
39,43000.0,30500.0,900.0,231000,83000.0,11600,11,1,2,MONTHLY,HIGH,TAX_SAVING,50.0,LOW,0.4476744186046512,0.7093023255813954,0.26976744186046514,0.16085271317829458
58,26000.0,16900.0,2000.0,720000,130000.0,7100,15,2,5,MONTHLY,LOW,WEALTH_CREATION,80.0,HIGH,2.3076923076923075,0.65,0.27307692307692305,0.4166666666666667
56,113000.0,79400.0,30500.0,3284000,1473000.0,3100,12,4,2,RARELY,LOW,TAX_SAVING,56.0,HIGH,2.421828908554572,0.7026548672566372,0.02743362831858407,1.086283185840708
58,175000.0,109400.0,41900.0,455000,65000.0,23700,2,2,2,RARELY,LOW,TAX_SAVING,49.0,MEDIUM,0.21666666666666667,0.6251428571428571,0.13542857142857143,0.030952380952380953
33,101000.0,37500.0,47900.0,1375000,384000.0,15600,8,3,5,RARELY,HIGH,WEALTH_CREATION,72.0,HIGH,1.1344884488448845,0.3712871287128713,0.15445544554455445,0.31683168316831684
